trip_id,driver_id,zone,hour,trip_duration_min,distance_miles,delivery_success,delay_min,vehicle_type,speed_mph,time_of_day,is_delayed
2418,84,South,5,38.4,6.26,1,3.5,Car,9.78,Night,0
2419,68,North,10,16.3,3.57,1,0.9,Car,13.14,Morning,0
2420,7,Downtown,2,18.2,8.32,1,10.1,Van,27.43,Night,1
2421,54,West,15,33.0,4.86,0,1.0,Van,8.84,Afternoon,0
2422,1,North,4,20.3,2.9,0,4.3,Bike,8.57,Night,0
2423,44,West,23,10.2,0.5,1,3.7,Bike,2.94,Late Night,0
2424,45,East,21,16.7,2.54,1,1.7,Van,9.13,Late Night,0
2425,47,East,1,34.9,4.87,1,15.3,Van,8.37,Night,1
2426,13,East,14,27.5,0.5,1,5.6,Van,1.09,Afternoon,0
2427,22,East,15,9.4,3.41,1,3.2,Bike,21.77,Afternoon,0
2428,21,South,6,18.9,3.94,0,2.9,Van,12.51,Morning,0
2429,86,East,15,43.2,3.52,1,0.5,Bike,4.89,Afternoon,0
2430,92,South,23,24.3,3.83,1,7.6,Bike,9.46,Late Night,0
2431,9,South,3,22.6,4.07,1,0.4,Van,10.81,Night,0
2432,26,Downtown,15,25.1,3.43,0,1.1,Bike,8.2,Afternoon,0
2433,9,South,16,27.1,7.94,1,0.9,Car,17.58,Afternoon,0
2434,15,South,1,21.1,3.77,1,0.4,Van,10.72,Night,0
2435,10,East,15,38.4,0.5,1,8.8,Van,0.78,Afternoon,0
2436,88,South,3,20.3,1.73,1,11.8,Van,5.11,Night,1
2437,42,West,6,34.9,6.2,1,4.9,Van,10.66,Morning,0
2438,72,East,17,43.2,5.9,0,10.5,Car,8.19,Evening,1
2439,24,North,5,28.8,3.95,1,5.6,Van,8.23,Night,0
2440,80,East,17,14.5,2.18,1,5.8,Car,9.02,Evening,0
2441,49,South,6,26.9,6.42,1,11.0,Van,14.32,Morning,1
2442,26,West,1,19.4,1.83,0,0.5,Bike,5.66,Night,0
2443,91,East,18,34.0,5.75,1,0.3,Bike,10.15,Evening,0
2444,37,West,8,27.1,4.14,1,0.3,Bike,9.17,Morning,0
2445,68,North,3,23.8,6.0,1,2.7,Bike,15.13,Night,0
2446,50,North,13,14.9,3.99,1,14.6,Bike,16.07,Afternoon,1
2447,24,Downtown,4,6.4,7.92,1,10.2,Van,74.25,Night,1
2448,19,Downtown,6,16.9,1.31,1,7.6,Car,4.65,Morning,0
2449,100,East,7,31.5,6.15,1,2.6,Car,11.71,Morning,0
2450,60,Downtown,14,36.8,4.31,1,8.7,Van,7.03,Afternoon,0
2451,39,West,18,21.9,3.59,1,1.2,Van,9.84,Evening,0
2452,74,Downtown,10,15.6,7.51,1,4.4,Bike,28.88,Morning,0
2453,89,West,19,26.9,2.96,1,6.9,Car,6.6,Evening,0
2454,18,Downtown,22,31.9,5.47,1,0.5,Car,10.29,Late Night,0
2455,19,Downtown,3,32.8,5.24,1,10.4,Car,9.59,Night,1
2456,36,Downtown,17,26.9,2.54,1,6.5,Van,5.67,Evening,0
2457,74,South,13,45.7,6.65,1,3.8,Van,8.73,Afternoon,0
2458,97,South,5,37.7,9.04,1,0.3,Van,14.39,Night,0
2459,55,Downtown,15,12.8,8.24,1,5.9,Bike,38.62,Afternoon,0
2460,69,West,17,10.3,5.79,1,3.0,Car,33.73,Evening,0
2461,47,East,0,13.7,4.54,1,6.7,Van,19.88,Night,0
2462,49,North,7,36.7,6.63,1,0.2,Bike,10.84,Morning,0
2463,99,South,0,7.9,6.94,1,4.3,Car,52.71,Night,0
2464,98,Downtown,0,29.6,5.18,1,3.0,Bike,10.5,Night,0
2465,33,North,18,23.3,0.5,1,2.8,Bike,1.29,Evening,0
2466,21,South,20,12.6,1.89,1,3.6,Van,9.0,Evening,0
2467,81,East,9,27.5,5.92,1,0.7,Bike,12.92,Morning,0
2468,22,West,17,23.2,5.65,1,13.7,Car,14.61,Evening,1
2469,48,Downtown,11,33.1,4.08,1,6.1,Car,7.4,Morning,0
2470,37,East,16,8.7,5.55,1,0.4,Car,38.28,Afternoon,0
2471,15,South,0,16.1,2.07,1,0.4,Bike,7.71,Night,0
2472,35,Downtown,7,16.3,4.64,1,1.2,Van,17.08,Morning,0
2473,92,North,9,31.6,4.33,0,1.4,Van,8.22,Morning,0
2474,71,West,9,22.6,1.07,1,3.4,Van,2.84,Morning,0
2475,32,South,17,36.8,5.17,1,3.8,Van,8.43,Evening,0
2476,11,West,8,21.0,1.95,1,0.8,Bike,5.57,Morning,0
2477,10,Downtown,1,27.2,6.75,1,18.2,Car,14.89,Night,1
2478,73,East,2,39.8,5.67,1,8.7,Van,8.55,Night,0
2479,78,West,1,7.3,3.66,1,5.0,Van,30.08,Night,0
2480,77,North,5,25.3,2.96,1,1.6,Bike,7.02,Night,0
2481,57,South,22,24.7,2.22,1,12.1,Car,5.39,Late Night,1
2482,25,North,11,17.1,4.05,1,1.9,Van,14.21,Morning,0
2483,2,West,21,23.4,6.55,1,1.9,Van,16.79,Late Night,0
2484,64,East,18,28.1,4.32,1,2.2,Bike,9.22,Evening,0
2485,35,East,14,17.5,4.66,1,0.2,Van,15.98,Afternoon,0
2486,7,North,18,25.6,2.79,1,0.3,Car,6.54,Evening,0
2487,85,Downtown,11,14.8,3.99,0,3.2,Bike,16.18,Morning,0
2488,18,Downtown,17,23.0,4.55,1,10.7,Car,11.87,Evening,1
2489,67,East,15,34.3,5.25,1,14.3,Car,9.18,Afternoon,1
2490,42,North,1,34.8,4.65,1,7.5,Van,8.02,Night,0
2491,39,North,10,36.7,5.9,1,2.6,Van,9.65,Morning,0
2492,41,North,11,24.0,6.31,1,1.9,Van,15.77,Morning,0
2493,75,West,4,21.7,8.06,1,1.2,Bike,22.29,Night,0
2494,24,Downtown,23,32.4,5.44,1,3.9,Van,10.07,Late Night,0
2495,60,Downtown,5,36.7,5.84,1,3.3,Car,9.55,Night,0
2496,46,West,10,25.8,3.95,1,3.1,Van,9.19,Morning,0
2497,19,South,20,40.1,8.08,1,1.9,Car,12.09,Evening,0
2498,68,West,9,32.1,4.06,1,4.4,Bike,7.59,Morning,0
2499,90,North,3,19.3,6.2,1,4.7,Bike,19.27,Night,0
2500,42,West,8,20.5,4.01,1,10.4,Bike,11.74,Morning,1
2501,32,North,11,24.6,4.71,1,7.2,Car,11.49,Morning,0
2502,39,East,9,9.3,5.04,0,2.0,Van,32.52,Morning,0
2503,36,North,13,19.5,1.09,0,2.4,Van,3.35,Afternoon,0
2504,97,Downtown,4,36.4,5.4,1,1.4,Van,8.9,Night,0
2505,36,West,0,38.5,4.84,1,0.9,Bike,7.54,Night,0
2506,3,North,4,27.9,3.65,1,0.6,Van,7.85,Night,0
2507,73,South,15,29.5,2.99,1,0.2,Bike,6.08,Afternoon,0
2508,8,East,4,21.9,3.72,0,2.7,Bike,10.19,Night,0
2509,97,South,4,18.6,2.87,1,16.0,Bike,9.26,Night,1
2510,70,South,17,30.7,4.0,1,3.9,Van,7.82,Evening,0
2511,41,South,5,20.6,3.66,1,6.8,Car,10.66,Night,0
2512,68,East,20,41.9,4.3,1,2.5,Van,6.16,Evening,0
2513,13,East,17,29.1,6.52,1,2.4,Bike,13.44,Evening,0
2514,49,East,9,29.5,3.18,1,0.7,Van,6.47,Morning,0
2515,60,East,14,14.4,3.83,1,1.8,Car,15.96,Afternoon,0
2516,2,South,23,5.0,5.23,1,13.2,Van,62.76,Late Night,1
2517,60,Downtown,21,29.5,3.04,1,3.4,Car,6.18,Late Night,0
2518,5,Downtown,10,20.0,6.52,1,1.1,Bike,19.56,Morning,0
2519,44,East,18,34.8,3.07,1,5.4,Van,5.29,Evening,0
2520,27,West,12,15.9,5.27,1,2.6,Bike,19.89,Afternoon,0
2521,32,North,19,19.7,7.12,0,8.8,Bike,21.69,Evening,0
2522,21,West,2,36.2,3.03,1,0.5,Bike,5.02,Night,0
2523,8,West,15,29.4,3.4,1,3.7,Car,6.94,Afternoon,0
2524,72,West,6,15.0,4.1,0,8.1,Bike,16.4,Morning,0
2525,50,Downtown,11,25.3,5.04,1,9.6,Van,11.95,Morning,0
2526,67,North,14,44.0,4.74,1,2.5,Van,6.46,Afternoon,0
2527,44,West,7,26.4,4.97,1,6.8,Car,11.3,Morning,0
2528,58,East,22,23.5,6.01,0,16.9,Bike,15.34,Late Night,1
2529,3,Downtown,16,34.0,4.63,1,4.9,Bike,8.17,Afternoon,0
2530,86,East,0,28.5,2.07,1,8.3,Van,4.36,Night,0
2531,70,East,20,39.4,7.55,1,4.3,Bike,11.5,Evening,0
2532,2,West,7,32.6,5.86,1,7.8,Bike,10.79,Morning,0
2533,87,East,13,34.1,2.45,0,14.1,Bike,4.31,Afternoon,1
2534,44,North,9,39.9,4.63,1,6.2,Car,6.96,Morning,0
2535,2,East,18,22.0,6.57,1,0.8,Bike,17.92,Evening,0
2536,81,West,7,19.0,3.18,1,0.4,Car,10.04,Morning,0
2537,35,East,18,11.5,6.85,1,8.4,Van,35.74,Evening,0
2538,98,Downtown,3,22.9,3.06,1,1.5,Car,8.02,Night,0
2539,87,Downtown,9,11.9,5.86,1,10.4,Bike,29.55,Morning,1
2540,30,Downtown,22,28.7,0.5,1,1.1,Van,1.05,Late Night,0
2541,8,South,2,18.9,6.89,1,12.1,Car,21.87,Night,1
2542,22,Downtown,3,34.6,1.23,1,8.2,Bike,2.13,Night,0
2543,44,Downtown,15,32.8,7.38,1,10.7,Bike,13.5,Afternoon,1
2544,58,South,23,21.1,2.67,1,1.3,Van,7.59,Late Night,0
2545,36,Downtown,3,34.8,8.77,1,10.5,Bike,15.12,Night,1
2546,69,West,19,26.5,5.21,1,4.4,Van,11.8,Evening,0
2547,77,Downtown,19,7.3,7.03,0,0.4,Van,57.78,Evening,0
2548,93,Downtown,12,15.1,4.63,1,13.4,Car,18.4,Afternoon,1
2549,31,South,20,17.8,1.96,1,1.1,Van,6.61,Evening,0
2550,47,West,16,25.1,3.13,0,1.2,Car,7.48,Afternoon,0
2551,55,East,22,20.7,5.93,0,6.1,Bike,17.19,Late Night,0
2552,80,North,15,19.7,10.8,1,4.4,Van,32.89,Afternoon,0
2553,62,West,16,30.8,7.88,1,11.7,Car,15.35,Afternoon,1
2554,30,East,5,32.9,5.18,1,1.8,Bike,9.45,Night,0
2555,55,West,2,18.8,6.89,1,0.2,Van,21.99,Night,0
2556,16,East,19,16.5,5.43,1,26.5,Van,19.75,Evening,1
2557,12,East,23,37.6,4.54,1,1.9,Bike,7.24,Late Night,0
2558,17,West,3,52.3,5.12,0,0.9,Van,5.87,Night,0
2559,16,South,7,15.6,3.86,1,20.8,Car,14.85,Morning,1
2560,12,West,19,33.9,5.14,1,4.1,Van,9.1,Evening,0
2561,8,West,8,23.6,5.72,1,0.8,Car,14.54,Morning,0
2562,84,East,21,31.8,4.87,1,9.0,Car,9.19,Late Night,0
2563,3,North,0,15.5,4.04,1,14.5,Car,15.64,Night,1
2564,16,East,12,12.5,3.93,1,10.7,Van,18.86,Afternoon,1
2565,30,Downtown,1,13.8,4.44,0,1.1,Van,19.3,Night,0
2566,23,West,22,19.4,5.22,1,0.3,Bike,16.14,Late Night,0
2567,92,West,9,22.7,4.02,1,2.3,Car,10.63,Morning,0
2568,5,South,22,34.5,6.04,0,2.2,Van,10.5,Late Night,0
2569,84,East,18,16.7,1.73,1,2.6,Car,6.22,Evening,0
2570,65,South,16,18.6,5.41,0,8.0,Van,17.45,Afternoon,0
2571,30,West,23,45.8,6.94,1,0.0,Bike,9.09,Late Night,0
2572,21,East,12,25.5,8.53,1,5.6,Van,20.07,Afternoon,0
2573,84,East,13,27.9,4.84,1,21.1,Van,10.41,Afternoon,1
2574,70,Downtown,10,32.5,6.29,1,2.5,Car,11.61,Morning,0
2575,22,Downtown,9,19.8,5.41,1,3.3,Van,16.39,Morning,0
2576,82,North,6,24.8,7.03,1,4.9,Bike,17.01,Morning,0
2577,72,Downtown,9,21.8,4.51,1,1.7,Van,12.41,Morning,0
2578,32,East,23,24.2,5.98,1,6.3,Car,14.83,Late Night,0
2579,33,Downtown,0,33.4,0.66,1,1.1,Car,1.19,Night,0
2580,16,North,13,31.7,6.97,1,0.3,Car,13.19,Afternoon,0
2581,76,West,2,5.0,5.24,1,8.1,Car,62.88,Night,0
2582,38,Downtown,12,35.0,3.6,1,1.0,Bike,6.17,Afternoon,0
2583,98,East,1,21.5,5.54,1,6.6,Bike,15.46,Night,0
2584,14,West,16,28.9,7.81,1,10.3,Bike,16.21,Afternoon,1
2585,36,East,20,20.9,3.07,1,0.2,Bike,8.81,Evening,0
2586,97,West,2,24.5,3.2,1,6.1,Van,7.84,Night,0
2587,23,East,14,38.2,1.73,1,5.2,Van,2.72,Afternoon,0
2588,66,Downtown,7,28.4,3.2,1,4.9,Van,6.76,Morning,0
2589,85,Downtown,5,37.6,3.08,0,1.8,Bike,4.91,Night,0
2590,2,North,8,24.5,4.59,0,0.2,Van,11.24,Morning,0
2591,91,West,10,23.5,5.08,1,0.5,Car,12.97,Morning,0
2592,73,North,21,25.1,2.18,0,1.6,Van,5.21,Late Night,0
2593,65,South,1,12.3,5.62,1,2.6,Van,27.41,Night,0
2594,75,Downtown,8,5.0,5.49,1,12.5,Van,65.88,Morning,1
2595,67,West,17,17.2,5.45,1,5.8,Bike,19.01,Evening,0
2596,52,North,18,35.3,3.24,1,0.1,Bike,5.51,Evening,0
2597,62,North,21,39.2,8.84,1,12.6,Bike,13.53,Late Night,1
2598,23,South,17,5.0,6.26,1,6.4,Van,75.12,Evening,0
2599,26,North,4,37.9,2.31,1,3.4,Car,3.66,Night,0
2600,68,East,17,19.1,1.81,1,3.1,Car,5.69,Evening,0
2601,82,Downtown,11,10.7,3.38,1,13.5,Van,18.95,Morning,1
2602,55,North,3,35.6,5.18,1,4.0,Bike,8.73,Night,0
2603,6,North,14,19.9,7.89,0,3.5,Van,23.79,Afternoon,0
2604,35,South,10,51.2,3.64,1,7.4,Van,4.27,Morning,0
2605,22,East,18,18.3,1.9,0,4.5,Van,6.23,Evening,0
2606,43,North,4,22.2,5.57,1,1.4,Bike,15.05,Night,0
2607,15,Downtown,5,15.2,4.06,1,34.0,Car,16.03,Night,1
2608,86,Downtown,12,26.5,5.22,0,1.6,Car,11.82,Afternoon,0
2609,60,North,22,33.0,4.67,1,5.7,Van,8.49,Late Night,0
2610,12,East,9,7.7,4.46,0,3.4,Bike,34.75,Morning,0
2611,49,Downtown,23,31.6,7.05,1,0.6,Van,13.39,Late Night,0
2612,42,Downtown,13,20.9,6.18,1,16.0,Bike,17.74,Afternoon,1
2613,38,East,3,16.4,5.43,1,2.0,Bike,19.87,Night,0
2614,82,East,19,11.0,0.69,1,5.4,Car,3.76,Evening,0
2615,45,North,22,34.8,4.49,1,6.7,Car,7.74,Late Night,0
2616,35,West,11,27.9,6.73,1,2.5,Van,14.47,Morning,0
2617,30,South,14,19.2,3.05,0,1.5,Bike,9.53,Afternoon,0
2618,88,West,9,32.8,4.54,0,0.3,Bike,8.3,Morning,0
2619,30,West,10,30.3,4.89,1,15.1,Bike,9.68,Morning,1
2620,78,Downtown,8,33.7,5.45,1,4.4,Van,9.7,Morning,0
2621,6,East,10,41.4,4.18,1,6.3,Van,6.06,Morning,0
2622,67,Downtown,1,27.2,5.83,1,3.2,Car,12.86,Night,0
2623,80,South,12,44.3,5.76,1,1.3,Van,7.8,Afternoon,0
2624,7,North,21,39.3,3.17,1,26.9,Car,4.84,Late Night,1
2625,52,South,7,32.8,3.42,1,17.1,Van,6.26,Morning,1
2626,14,Downtown,20,8.1,5.34,1,9.8,Bike,39.56,Evening,0
2627,73,Downtown,20,26.1,7.92,1,12.4,Car,18.21,Evening,1
2628,15,Downtown,7,27.5,7.0,1,4.3,Van,15.27,Morning,0
2629,21,Downtown,0,27.2,3.86,1,2.3,Car,8.51,Night,0
2630,35,West,5,23.9,3.39,1,2.1,Bike,8.51,Night,0
2631,66,North,12,31.5,4.24,1,13.6,Van,8.08,Afternoon,1
2632,91,West,8,32.8,8.07,1,16.0,Car,14.76,Morning,1
2633,2,Downtown,5,8.3,4.97,1,2.9,Car,35.93,Night,0
2634,35,East,14,38.5,5.36,1,4.7,Van,8.35,Afternoon,0
2635,82,West,22,10.2,3.35,1,8.2,Car,19.71,Late Night,0
2636,78,Downtown,15,20.9,5.05,1,6.1,Car,14.5,Afternoon,0
2637,20,Downtown,3,16.1,1.96,1,10.2,Van,7.3,Night,1
2638,82,North,16,17.8,2.23,1,4.7,Van,7.52,Afternoon,0
2639,10,South,8,35.9,5.16,1,4.4,Car,8.62,Morning,0
2640,25,West,11,26.2,5.46,1,2.4,Car,12.5,Morning,0
2641,66,West,21,31.8,4.16,0,0.4,Bike,7.85,Late Night,0
2642,25,West,18,31.3,5.64,1,0.3,Bike,10.81,Evening,0
2643,54,Downtown,19,5.8,2.41,1,0.8,Van,24.93,Evening,0
2644,33,North,11,19.4,4.3,1,0.3,Car,13.3,Morning,0
2645,36,Downtown,21,32.5,3.72,1,3.8,Van,6.87,Late Night,0
2646,95,Downtown,5,31.6,4.82,0,2.6,Van,9.15,Night,0
2647,14,East,11,7.4,4.39,1,0.1,Bike,35.59,Morning,0
2648,65,North,8,35.3,9.53,1,0.1,Bike,16.2,Morning,0
2649,80,West,19,31.2,3.09,1,3.7,Van,5.94,Evening,0
2650,54,South,4,15.4,4.99,1,4.0,Van,19.44,Night,0
2651,52,West,20,29.1,10.57,1,0.2,Van,21.79,Evening,0
2652,3,Downtown,2,22.7,6.22,1,5.5,Van,16.44,Night,0
2653,99,North,1,29.9,4.92,1,0.7,Car,9.87,Night,0
2654,41,North,7,7.0,6.63,1,3.4,Van,56.83,Morning,0
2655,6,North,9,21.5,6.26,1,0.9,Car,17.47,Morning,0
2656,25,East,14,36.8,2.79,1,0.2,Car,4.55,Afternoon,0
2657,13,West,8,30.4,1.9,1,1.2,Car,3.75,Morning,0
2658,98,East,9,32.9,5.19,1,3.1,Bike,9.47,Morning,0
2659,8,South,10,22.7,4.04,0,6.8,Bike,10.68,Morning,0
2660,21,Downtown,8,30.6,9.55,0,1.5,Bike,18.73,Morning,0
2661,98,East,13,23.4,7.24,1,5.8,Car,18.56,Afternoon,0
2662,68,East,4,15.8,7.24,0,9.9,Car,27.49,Night,0
2663,25,Downtown,8,22.5,0.5,1,1.6,Van,1.33,Morning,0
2664,79,North,3,39.5,3.82,1,3.7,Van,5.8,Night,0
2665,68,Downtown,1,36.3,4.98,1,2.6,Van,8.23,Night,0
2666,45,West,18,15.1,3.53,1,0.1,Van,14.03,Evening,0
2667,60,Downtown,0,20.8,3.75,1,2.5,Car,10.82,Night,0
2668,12,North,20,15.8,4.49,1,2.4,Van,17.05,Evening,0
2669,32,Downtown,0,26.8,5.25,1,4.9,Van,11.75,Night,0
2670,96,East,11,35.0,10.41,0,10.1,Bike,17.85,Morning,1
2671,92,South,10,45.3,3.66,1,5.6,Van,4.85,Morning,0
2672,13,East,0,10.7,6.69,1,2.2,Van,37.51,Night,0
2673,31,South,13,33.6,7.93,1,3.0,Van,14.16,Afternoon,0
2674,78,Downtown,10,24.9,3.01,1,10.9,Van,7.25,Morning,1
2675,20,West,6,21.3,9.02,1,5.1,Bike,25.41,Morning,0
2676,18,Downtown,1,15.6,5.47,1,2.5,Car,21.04,Night,0
2677,93,North,14,42.8,0.5,1,4.6,Car,0.7,Afternoon,0
2678,60,Downtown,7,8.7,7.44,1,5.2,Bike,51.31,Morning,0
2679,63,South,21,20.1,1.76,1,3.3,Bike,5.25,Late Night,0
2680,6,East,19,28.7,7.92,1,10.0,Van,16.56,Evening,0
2681,32,West,14,29.5,6.95,1,8.4,Van,14.14,Afternoon,0
2682,93,Downtown,7,37.5,2.92,1,3.7,Bike,4.67,Morning,0
2683,43,Downtown,9,16.2,4.22,0,15.9,Car,15.63,Morning,1
2684,2,East,18,31.2,6.37,1,15.3,Bike,12.25,Evening,1
2685,60,West,2,24.4,3.89,1,16.9,Van,9.57,Night,1
2686,23,Downtown,19,25.4,8.48,1,1.2,Car,20.03,Evening,0
2687,83,Downtown,13,20.4,6.83,1,0.5,Bike,20.09,Afternoon,0
2688,31,South,8,26.6,2.01,1,4.8,Van,4.53,Morning,0
2689,5,South,8,23.6,4.65,0,6.5,Bike,11.82,Morning,0
2690,83,North,20,21.4,6.04,1,1.8,Bike,16.93,Evening,0
2691,34,East,5,19.7,3.44,0,3.9,Car,10.48,Night,0
2692,10,West,7,28.7,7.18,1,5.2,Car,15.01,Morning,0
2693,89,Downtown,10,11.7,6.23,0,3.1,Van,31.95,Morning,0
2694,2,Downtown,7,23.1,6.44,0,3.9,Bike,16.73,Morning,0
2695,11,North,11,17.3,4.37,0,0.4,Bike,15.16,Morning,0
2696,50,Downtown,9,23.8,2.96,1,25.7,Van,7.46,Morning,1
2697,31,East,22,23.9,7.44,1,2.4,Van,18.68,Late Night,0
2698,56,North,3,33.7,8.52,1,1.1,Van,15.17,Night,0
2699,79,East,15,31.6,7.07,1,3.3,Bike,13.42,Afternoon,0
2700,73,North,19,27.9,6.78,1,1.9,Van,14.58,Evening,0
2701,87,Downtown,5,26.7,5.12,1,2.5,Bike,11.51,Night,0
2702,83,North,8,23.1,3.58,1,4.1,Van,9.3,Morning,0
2703,9,South,22,22.9,6.48,1,1.6,Van,16.98,Late Night,0
2704,99,West,4,7.5,3.75,1,5.5,Car,30.0,Night,0
2705,21,Downtown,20,32.3,7.0,1,2.8,Bike,13.0,Evening,0
2706,73,West,23,27.7,5.54,0,0.4,Bike,12.0,Late Night,0
2707,28,Downtown,5,37.0,2.05,1,10.9,Van,3.32,Night,1
2708,62,West,16,19.5,5.11,0,3.2,Van,15.72,Afternoon,0
2709,7,South,16,37.6,2.51,0,12.8,Van,4.01,Afternoon,1
2710,80,West,23,23.1,2.22,1,2.4,Van,5.77,Late Night,0
2711,16,North,21,19.3,0.57,1,3.9,Bike,1.77,Late Night,0
2712,97,West,12,40.5,2.3,1,10.3,Van,3.41,Afternoon,1
2713,4,Downtown,16,28.6,2.62,0,3.1,Van,5.5,Afternoon,0
2714,4,East,13,41.7,7.54,1,5.0,Van,10.85,Afternoon,0
2715,40,West,1,26.7,6.15,1,1.4,Van,13.82,Night,0
2716,17,West,18,33.1,9.0,1,1.4,Bike,16.31,Evening,0
2717,52,West,2,35.3,4.61,1,3.9,Car,7.84,Night,0
2718,93,Downtown,1,22.2,2.41,1,4.7,Car,6.51,Night,0
2719,52,West,1,28.5,4.98,1,5.3,Van,10.48,Night,0
2720,36,Downtown,21,26.5,4.15,1,7.3,Bike,9.4,Late Night,0
2721,38,Downtown,6,33.3,5.85,1,12.8,Van,10.54,Morning,1
2722,50,East,3,14.3,2.15,0,1.4,Bike,9.02,Night,0
2723,63,North,16,31.0,5.1,1,4.8,Bike,9.87,Afternoon,0
2724,63,Downtown,5,34.2,7.7,0,2.9,Van,13.51,Night,0
2725,62,South,6,18.2,7.73,1,0.5,Bike,25.48,Morning,0
2726,99,West,19,16.2,7.38,1,3.0,Bike,27.33,Evening,0
2727,7,South,5,8.4,6.1,1,7.8,Van,43.57,Night,0
2728,27,West,8,45.8,6.88,0,0.4,Bike,9.01,Morning,0
2729,92,East,19,17.7,4.92,1,4.7,Van,16.68,Evening,0
2730,86,Downtown,3,39.2,5.84,1,2.6,Car,8.94,Night,0
2731,14,North,4,22.9,4.74,0,5.3,Bike,12.42,Night,0
2732,71,Downtown,18,36.0,3.91,1,8.6,Van,6.52,Evening,0
2733,86,West,9,30.8,5.51,1,3.9,Car,10.73,Morning,0
2734,5,North,17,46.0,8.4,1,1.8,Van,10.96,Evening,0
2735,55,Downtown,14,39.5,5.56,1,0.5,Car,8.45,Afternoon,0
2736,2,North,0,27.1,5.97,1,1.7,Van,13.22,Night,0
2737,62,West,4,28.1,6.55,1,2.3,Van,13.99,Night,0
2738,91,East,4,31.8,5.65,1,5.1,Car,10.66,Night,0
2739,21,East,7,51.8,4.56,1,2.5,Car,5.28,Morning,0
2740,79,Downtown,21,25.7,6.56,1,2.6,Van,15.32,Late Night,0
2741,21,South,21,12.1,3.53,1,1.7,Car,17.5,Late Night,0
2742,10,West,21,27.4,7.35,0,2.3,Van,16.09,Late Night,0
2743,87,Downtown,19,18.6,7.52,1,1.5,Car,24.26,Evening,0
2744,58,Downtown,14,27.1,4.91,1,6.6,Bike,10.87,Afternoon,0
2745,39,East,16,36.5,3.68,1,20.4,Car,6.05,Afternoon,1
2746,5,North,18,30.0,9.27,0,6.6,Van,18.54,Evening,0
2747,65,West,12,19.1,3.6,1,0.4,Car,11.31,Afternoon,0
2748,13,North,21,23.0,4.41,1,5.0,Van,11.5,Late Night,0
2749,85,West,20,14.3,0.98,0,6.1,Van,4.11,Evening,0
2750,90,South,9,37.8,7.75,1,7.5,Car,12.3,Morning,0
2751,85,East,16,33.2,2.13,1,7.2,Van,3.85,Afternoon,0
2752,53,South,4,14.1,5.98,1,3.6,Bike,25.45,Night,0
2753,82,Downtown,17,50.2,5.61,1,1.5,Bike,6.71,Evening,0
2754,45,East,16,22.8,4.84,1,0.6,Van,12.74,Afternoon,0
2755,32,Downtown,3,28.0,3.92,0,0.0,Van,8.4,Night,0
2756,36,South,21,21.6,5.88,1,0.0,Van,16.33,Late Night,0
2757,81,West,6,29.2,8.49,1,13.8,Car,17.45,Morning,1
2758,99,Downtown,4,25.9,4.49,0,4.7,Van,10.4,Night,0
2759,60,North,7,11.0,1.69,0,4.3,Van,9.22,Morning,0
2760,11,West,7,36.7,1.38,1,2.4,Bike,2.26,Morning,0
2761,63,West,10,16.7,4.62,1,8.0,Bike,16.6,Morning,0
2762,21,South,8,34.2,4.09,1,1.2,Bike,7.18,Morning,0
2763,52,South,18,22.7,4.66,1,6.7,Car,12.32,Evening,0
2764,55,East,18,25.6,5.57,1,2.3,Bike,13.05,Evening,0
2765,26,East,8,29.8,4.03,1,6.2,Van,8.11,Morning,0
2766,68,North,22,26.4,10.52,1,6.1,Car,23.91,Late Night,0
2767,34,West,19,32.4,5.76,1,1.9,Van,10.67,Evening,0
2768,52,North,16,17.9,6.8,1,13.6,Car,22.79,Afternoon,1
2769,82,North,15,35.4,4.69,1,3.5,Bike,7.95,Afternoon,0
2770,99,South,6,14.7,4.7,1,1.5,Van,19.18,Morning,0
2771,93,North,21,15.9,3.81,1,5.6,Van,14.38,Late Night,0
2772,52,North,2,30.8,5.15,1,6.9,Van,10.03,Night,0
2773,29,Downtown,20,35.5,1.95,1,15.0,Car,3.3,Evening,1
2774,38,East,18,27.8,1.79,0,0.4,Car,3.86,Evening,0
2775,42,East,7,39.9,3.76,1,3.9,Van,5.65,Morning,0
2776,21,West,4,16.7,3.11,1,3.4,Bike,11.17,Night,0
2777,42,East,5,13.3,3.76,1,1.9,Car,16.96,Night,0
2778,13,West,1,33.4,4.33,1,7.3,Car,7.78,Night,0
2779,64,Downtown,23,26.2,4.42,1,1.1,Bike,10.12,Late Night,0
2780,17,East,18,33.1,6.63,0,2.0,Van,12.02,Evening,0
2781,9,Downtown,12,14.7,6.55,1,7.3,Car,26.73,Afternoon,0
2782,41,East,5,20.6,4.94,1,3.2,Car,14.39,Night,0
2783,1,East,5,42.4,8.97,1,0.7,Van,12.69,Night,0
2784,2,Downtown,1,23.0,4.07,1,11.2,Bike,10.62,Night,1
2785,60,North,23,39.3,6.66,1,6.6,Van,10.17,Late Night,0
2786,48,North,4,32.8,6.01,1,4.1,Bike,10.99,Night,0
2787,29,North,10,22.1,4.57,0,4.7,Van,12.41,Morning,0
2788,97,North,10,39.1,4.74,1,4.9,Car,7.27,Morning,0
2789,10,East,23,28.3,4.12,0,3.5,Car,8.73,Late Night,0
2790,58,South,13,25.1,6.52,1,6.8,Van,15.59,Afternoon,0
